name,count,lon,lat,match_level
第八大街长盛广场1号楼楼下,1,113.7565517158234,34.73261538898246,兴趣点
第二大街郑州市第七人民医院东门,1,113.73260547706184,34.71511315090662,兴趣点
第九大街财富天街小区,1,113.33591045235421,34.800313495655,兴趣点
第九大街金南四路,1,113.76302073904655,34.72188358419908,道路
第一大街海泊兰轩北门口,1,113.77887504095591,34.50160733160741,道路
第七大街76号紫云府,1,113.78296669477234,34.49610134344369,门牌号
第七大街金南五路交汇处,1,113.77872329789028,34.49601306065624,道路
第七大街长盛广场4号楼1702,1,113.75626626695902,34.73356033244656,兴趣点
第三大街80五中门口,1,113.78002563641147,34.50063841605343,门牌号
第三大街80五中,1,113.78002563641147,34.50063841605343,门牌号
第三大街福塔东地铁口,1,113.72570897185828,34.722768657483066,未知
第三大街美景芳华东门,1,113.73569700370385,34.70606663742408,住宅区
第五大街经北一路,1,113.74949605128356,34.724453039351644,道路
第一大街碧桂园天悦,1,113.72995921615245,34.706834383833794,住宅区
第一大街博才路,1,113.72971910747758,34.70789250343521,道路
第一大街博石路,1,113.77887504095591,34.50160733160741,道路
第一大街高途,1,113.77887504095591,34.50160733160741,道路
第一大街与金南六路,1,113.77887504095591,34.50160733160741,道路
第一大街盛和广场茶百道,1,113.77374639101446,34.76031697813197,兴趣点
第八大街东风日产,1,113.37017323439068,34.523815541391805,兴趣点
第一大街朝凤路小学北小区东门,1,113.79695950019355,34.49795386886696,住宅区
航海东路经开第六大街招商银行路口,1,113.75222541013532,34.6987104122018,道路
航海体育场隔壁的公园内,1,113.72570706590969,34.72188451673756,公交地铁站点
经南八路艺术小学,1,113.6341865801372,34.71282903390311,兴趣点
经南五路经开第八大街,1,113.75847172061519,34.71783172495957,道路
南三环莲湖地铁站D口,1,113.53545314136065,34.724793014079424,公交地铁站点
外国语二小附近公园,1,113.38906557265553,34.533790397586884,公交地铁站点
五大街经北一路,1,113.74949605128356,34.724453039351644,道路
万景花园五大街经南二路,1,113.73720302274113,34.719471313023774,道路
经开中心广场C口,1,113.7600035425878,34.72016232503868,道路
经开中心广场地铁口,1,113.7600035425878,34.72016232503868,道路
经开中心广场地铁口B口,1,113.7600035425878,34.72016232503868,道路
经开中心广场地铁站D口,1,113.75892981346368,34.722705252789176,公交地铁站点
经南一路48号东畔花苑,1,113.74208015028812,34.71966026956649,兴趣点
经南六路43号月山公馆,1,113.73969312351007,34.70866415740314,门牌号
经南六路八一中学门口,1,113.74245354838031,34.70843603792183,道路
经南六路五大街,1,113.74245354838031,34.70843603792183,道路
经开区八一小学,1,113.74672631083338,34.70949906820582,兴趣点
经南三路第六大街,1,113.78003997677125,34.49766951092058,道路
经南三路高途门口,1,113.7753031410093,34.71616516280421,道路
经南三路经开第三大街,1,113.74075876857802,34.71672724762068,道路
经南三路经开第五大街交汇处,1,113.7478715688739,34.71572521844022,道路
经南三路经开第一大街,1,113.733582261476,34.718395571676545,道路
经南三路阳光城,1,113.70915494379794,34.71432490264183,兴趣点
经南三路阳光城檀悦南门,1,113.73226089830426,34.72023735659718,住宅区
经南四路第五大街交叉口,1,113.74935006275264,34.713645461906786,未知
经南五路郑州市第七人民医院东区医院,1,113.73882931198855,34.71288527590524,兴趣点
井德幼儿园附近,1,113.71673811774328,34.7263717534899,兴趣点
第一大街5号海泊兰轩,1,113.78013777095236,34.50170580525981,门牌号
莲湖地铁B口,1,113.57624656730619,34.749931241058356,乡镇
莲湖地铁口,1,113.57624656730619,34.749931241058356,乡镇
莲湖地铁站A口,1,113.53546933436245,34.7234393666412,公交地铁站点
梁湖地铁站,2,113.7375757951024,34.70390515178473,公交地铁站点
梁湖地铁站B口,1,113.7152334692756,34.72231323933034,公交地铁站点
梁湖地铁站C口,1,113.7161558748265,34.72248911623386,公交地铁站点
毛庄安置区,1,113.69726694909154,34.769563874573024,住宅区
美景芳华小区,1,113.73569700370385,34.70606663742408,住宅区
农夫刘先生门口,1,113.63554894990295,34.72984743061902,兴趣点
明湖街道办事处经北二路162号冠达花园,2,113.76424594828597,34.72835216438249,门址
明湖街道岔河南路特来电汽车充电站,1,113.72259648551508,34.72578404886459,道路
明湖街道尚岗杨街尚岗杨遗址公园,1,113.72327833529019,34.71569828161763,兴趣点
南曹毛庄社区,1,113.61892677528711,34.87127608811574,住宅区
南三环经开第三大街梁湖地铁站B口,1,113.73669453771672,34.70364963385807,公交地铁站点
启明西街西侧滨河公园内,1,113.7241486318022,34.71998148150706,兴趣点
商英街航海东路交叉口公交站牌,1,113.73246967222867,34.72257199952194,未知
十八里河郑州世纪公园,1,113.71347662725401,34.732061622019415,兴趣点
经开第十一大街经北二路交叉口金城花园办公室,1,113.77191126295367,34.72799014808904,道路交叉路口
第五大街航海路交叉口盛华里地下车库入口,1,113.74689798590425,34.72328778794828,兴趣点
第五大街经南五路,1,113.74211180400519,34.71364906538032,道路
第五大街万景城公寓三号楼,1,113.78010292942233,34.49944934504606,道路
亚太花园门口,1,113.72649555558436,34.725347617655544,住宅区
亚太时代广场,1,113.72390131445219,34.723615143195715,道路
阳光城小区地下停车场,1,113.71179110380326,34.71109685285706,住宅区
第一大街朝凤路,1,113.72751403620116,34.719449684143385,道路
第一大街郑州市第七人民医院西门口,1,113.73260547706184,34.71511315090662,兴趣点
远大理想城,1,113.73050883263546,34.72935933349606,住宅区
远大理想城33号楼楼下,1,113.73154483853706,34.72969748625075,门址
远大理想城39号楼楼下,1,113.73213472518148,34.731198740944606,门址
远大理想城北门东侧50米便利店,1,113.73024255846727,34.73191996694777,公交地铁站点
远大理想城北门少华炭火烧烤,1,113.73024255846727,34.73191996694777,公交地铁站点
远大理想城东一门,1,113.73050883263546,34.72935933349606,住宅区
远大理想城小区中心广场,1,113.73050883263546,34.72935933349606,住宅区
盛和四期3号楼门对面,1,113.72271873254742,34.789043490027595,住宅区
长江路七里河东侧路南,1,113.7314973333741,34.36351117306457,村庄
福塔东地铁站F口,1,113.74039925766975,34.71990922358481,公交地铁站点
中原福塔D口,1,113.7224956728328,34.72433753736996,兴趣点
中原福塔地铁B口,1,113.7224956728328,34.72433753736996,兴趣点
中原福塔地铁口,2,113.7224956728328,34.72433753736996,兴趣点
中原福塔地铁口D口,1,113.7224956728328,34.72433753736996,兴趣点
中原福塔地铁站A出口,1,113.72598000374546,34.721973243256464,公交地铁站点
中原福塔地铁站A口,1,113.71713239297712,34.72163796376991,公交地铁站点
中原福塔地铁站B口,1,113.7152334692756,34.72231323933034,公交地铁站点
中原福塔地铁站C口,1,113.7161558748265,34.72248911623386,公交地铁站点
滨河公园里面,1,113.61856926577796,34.73549854981595,兴趣点
朝凤路航海路交叉口向北150米路西人行道上,1,113.72820101861173,34.728383578936715,道路
朝凤路经北五路东南角50米折扣牛超市,1,113.72821475781208,34.73083317605673,未知
第七大街长盛广场2号楼2024,1,113.7570612966078,34.733102150577224,兴趣点
第七人民医院福塔院区西门南边停车区域,1,113.73545416212026,34.71344365348464,兴趣点
第三大街第七人民医院东院区门口北边路上,1,114.02300623958233,34.72213418268446,兴趣点
第五大街经南九路金沙湖高尔夫官邸北门区,1,113.75482137870614,34.69738756474162,未知
第五大街与经南四路交叉口向东150米路南加州北门烟酒店内,1,113.76086644341122,34.7136261490848,小巷
第八大街与经南六路交叉口向东100米路北处,1,113.6566650167244,34.72307897409088,未知
石化路万科美景龙堂对面的公园,1,113.70928986616464,34.723388972279636,未知
石化路万科美景龙堂对面的公园里面,1,113.70928986616464,34.723388972279636,未知
机场高速岔河路篮球场,1,113.7901513609971,34.655605000945556,道路
恒大绿洲四期北门向西二十米路南处,1,113.75710942553226,34.71351919274964,兴趣点
交通局家属院,1,113.6304631692266,34.80084935898482,住宅区
经南三路索乐思双语戏剧店门口的路边,1,113.73076194570473,34.71890636532225,兴趣点
